subj,trial,block,date,stim,stim_order,response,rt,param_index,segment_time,pitch,stretch,age,english,language,sex
NAY,28,0,2024-06-23T02:22:23.736Z,english_271.wav,0,1,980,10,1,10.84106531,1.85218062,19,3,Japanese,f
NAY,28,0,2024-06-23T02:22:23.736Z,english_271.wav,0,1,980,11,1.09391667,74.33271623,0.80828121,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,0,0,-44.56015923,0.4294496,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,1,0.1,-58.7339049,1.17691203,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,2,0.2,4.64427176,0.00792795,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,3,0.3,36.13533526,1.62066926,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,4,0.4,49.60525777,0.46131477,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,5,0.5,66.06381969,0.9562515,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,6,0.6,-22.87129592,0.58790942,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,7,0.7,88.56170171,0.99020247,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,8,0.8,17.84118116,0.9945804,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,9,0.9,-28.77319114,1.36695424,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,10,1,86.03376827,0.72564016,19,3,Japanese,f
NAY,29,0,2024-06-23T02:22:23.736Z,english_129.wav,0,1,1463,11,1.09391667,39.56098905,1.15202696,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,0,0,32.46103548,1.94101049,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,1,0.1,-84.4488561,1.51363242,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,2,0.2,-42.33494044,0.19481462,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,3,0.3,26.92548459,1.5781166,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,4,0.4,89.55231206,0.89814833,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,5,0.5,44.65598435,1.1373774,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,6,0.6,-71.41154839,0.86888784,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,7,0.7,-16.0355166,0.73017184,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,8,0.8,-87.56719183,1.43125884,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,9,0.9,-36.64318661,0.63988164,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,10,1,2.98595367,0.12358053,19,3,Japanese,f
NAY,30,0,2024-06-23T02:22:23.736Z,english_381.wav,0,0,356,11,1.09391667,-73.96797181,1.01352385,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,0,0,48.31161741,0.20999663,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,1,0.1,94.31178096,0.73195695,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,2,0.2,43.82009927,0.70757327,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,3,0.3,34.87322119,0.54050489,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,4,0.4,62.02386853,0.53879588,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,5,0.5,-76.91099942,0.40459306,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,6,0.6,85.65284811,1.92541325,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,7,0.7,16.74886634,1.53445282,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,8,0.8,-83.35160832,0.38375611,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,9,0.9,99.3500254,0.09137971,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,10,1,-72.7605227,0.90026455,19,3,Japanese,f
NAY,31,0,2024-06-23T02:22:23.736Z,english_937.wav,0,1,1002,11,1.09391667,-40.54115445,0.89252671,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,0,0,41.22215969,0.59226954,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,1,0.1,63.4325041,1.70689004,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,2,0.2,30.26698033,1.70278764,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,3,0.3,-42.97414703,0.93211278,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,4,0.4,78.73420301,0.75985414,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,5,0.5,98.07294335,1.00279357,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,6,0.6,-11.43066233,1.68044469,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,7,0.7,98.59484661,1.4408376,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,8,0.8,5.98934189,0.34467269,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,9,0.9,12.71998757,0.3933307,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,10,1,80.81444137,0.30092676,19,3,Japanese,f
NAY,32,0,2024-06-23T02:22:23.736Z,english_2.wav,0,0,2370,11,1.09391667,-65.72418196,0.87599386,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,0,0,55.67307479,0.52782995,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,1,0.1,-68.77763233,1.04888997,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,2,0.2,-65.56479824,1.48348863,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,3,0.3,-28.17507295,0.48831434,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,4,0.4,12.71546493,0.57381204,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,5,0.5,79.84163838,0.45321787,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,6,0.6,-44.12045936,1.63628375,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,7,0.7,-80.03895773,1.60012046,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,8,0.8,89.560279,1.77258714,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,9,0.9,-86.43761931,0.52302607,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,10,1,26.43928763,1.59376443,19,3,Japanese,f
NAY,33,0,2024-06-23T02:22:23.736Z,english_55.wav,0,0,1437,11,1.09391667,35.34186428,1.33420322,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,0,0,74.20759592,0.3722502,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,1,0.1,-91.348614,0.72135633,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,2,0.2,-47.07053841,1.09022513,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,3,0.3,14.8093439,0.23360297,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,4,0.4,46.9338314,1.81978529,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,5,0.5,39.7428535,0.50068107,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,6,0.6,-23.36569069,1.21791048,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,7,0.7,45.91971916,0.53153165,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,8,0.8,32.42791759,1.47100285,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,9,0.9,1.19876254,1.64053241,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,10,1,-40.71182661,1.74926312,19,3,Japanese,f
NAY,34,0,2024-06-23T02:22:23.736Z,english_645.wav,0,0,3249,11,1.09391667,-1.61863293,1.77861775,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,0,0,-76.54232622,1.69452202,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,1,0.1,23.75797542,0.94155674,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,2,0.2,-82.53055468,0.70353207,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,3,0.3,19.65476927,1.42331271,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,4,0.4,-55.81107988,1.11334266,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,5,0.5,73.24574297,1.34927457,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,6,0.6,-22.29926161,0.26375751,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,7,0.7,-11.91242057,0.63100518,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,8,0.8,-33.99896833,0.22145521,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,9,0.9,32.30473406,0.69052847,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,10,1,68.10745133,1.32352728,19,3,Japanese,f
NAY,35,0,2024-06-23T02:22:23.736Z,english_253.wav,0,0,7099,11,1.09391667,-22.82824608,0.79605757,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,0,0,-5.86860432,0.02682789,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,1,0.1,38.42724969,1.50907573,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,2,0.2,83.51680292,1.17187714,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,3,0.3,-25.06032499,1.88473576,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,4,0.4,-17.48975264,0.3035603,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,5,0.5,95.06102198,1.35082964,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,6,0.6,0.80140457,0.63281948,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,7,0.7,-41.69263262,0.91375779,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,8,0.8,18.46045351,0.80486046,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,9,0.9,-7.88727361,0.18383046,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,10,1,-34.36872213,1.25307449,19,3,Japanese,f
NAY,36,0,2024-06-23T02:22:23.736Z,english_954.wav,0,0,951,11,1.09391667,40.0906943,0.22905501,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,0,0,-52.58118809,0.04069066,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,1,0.1,12.25497131,1.79280913,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,2,0.2,-66.99465096,1.62861486,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,3,0.3,33.21075969,1.99142518,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,4,0.4,-80.7229313,0.68846699,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,5,0.5,33.52953563,0.95565852,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,6,0.6,-70.06014591,1.55389223,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,7,0.7,74.24671254,0.39415735,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,8,0.8,-72.74719072,1.19562483,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,9,0.9,-6.6044487,1.16664034,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,10,1,14.62137165,0.62122377,19,3,Japanese,f
NAY,37,0,2024-06-23T02:22:23.736Z,english_741.wav,0,1,471,11,1.09391667,-3.50523329,0.83751938,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,0,0,49.53215273,0.78528704,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,1,0.1,9.27522888,1.81748923,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,2,0.2,37.03122757,0.92030015,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,3,0.3,99.63155139,1.45290857,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,4,0.4,33.35011574,1.06621496,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,5,0.5,-7.70874078,1.14308429,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,6,0.6,46.33326353,0.43706451,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,7,0.7,41.12969148,0.56663738,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,8,0.8,-55.78540597,1.37256697,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,9,0.9,-84.4527127,0.4510475,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,10,1,13.84600332,1.31801048,19,3,Japanese,f
NAY,38,0,2024-06-23T02:22:23.736Z,english_379.wav,0,1,418,11,1.09391667,82.55643163,0.64535043,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,0,0,46.77057766,0.94113564,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,1,0.1,6.53423564,0.426958,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,2,0.2,87.60072251,0.98755995,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,3,0.3,96.80442869,1.5976329,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,4,0.4,-66.64150433,0.77306227,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,5,0.5,-65.5107245,0.84513323,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,6,0.6,-89.05316387,1.55668389,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,7,0.7,-94.07157603,0.13811629,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,8,0.8,-1.26954852,1.01089963,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,9,0.9,-25.92154029,1.10803593,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,10,1,24.94515678,1.26621877,19,3,Japanese,f
NAY,39,0,2024-06-23T02:22:23.736Z,english_720.wav,0,0,460,11,1.09391667,-38.69158076,0.96623921,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,0,0,14.75106281,1.14538344,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,1,0.1,61.55616618,1.63691709,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,2,0.2,-53.67988365,1.34954163,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,3,0.3,-26.40552644,0.87865188,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,4,0.4,-39.74978172,0.87105183,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,5,0.5,59.30152115,0.97837698,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,6,0.6,47.78500901,0.24331513,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,7,0.7,-56.28829924,1.31332622,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,8,0.8,-27.92998764,1.65018095,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,9,0.9,-79.09348068,0.9374591,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,10,1,-12.41548757,1.20965119,19,3,Japanese,f
NAY,40,0,2024-06-23T02:22:23.736Z,english_107.wav,0,0,189,11,1.09391667,52.16057728,1.85980397,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,0,0,14.09044268,1.6475495,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,1,0.1,28.13825665,1.6255176,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,2,0.2,-40.21559781,1.99682212,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,3,0.3,9.13288013,0.39670369,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,4,0.4,89.32859242,1.34395023,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,5,0.5,-17.87642912,0.55691658,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,6,0.6,80.16824269,1.45409657,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,7,0.7,40.51786148,1.8204099,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,8,0.8,-19.91774538,0.51861004,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,9,0.9,-8.63425979,0.91268117,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,10,1,-22.84814304,1.67784611,19,3,Japanese,f
NAY,41,0,2024-06-23T02:22:23.736Z,english_486.wav,0,0,642,11,1.09391667,36.71518597,0.60064436,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,0,0,12.29982285,1.19760878,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,1,0.1,29.91017607,0.84661932,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,2,0.2,-33.88416802,0.98013694,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,3,0.3,9.59442927,1.13268467,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,4,0.4,67.78661643,0.35608992,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,5,0.5,-67.23660087,0.95578268,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,6,0.6,76.63778139,0.48847823,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,7,0.7,73.67785479,0.77954634,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,8,0.8,54.53431981,1.22473034,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,9,0.9,-39.644329,1.58063768,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,10,1,39.92173261,0.71218861,19,3,Japanese,f
NAY,42,0,2024-06-23T02:22:23.736Z,english_440.wav,0,0,444,11,1.09391667,84.70283428,1.21525734,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,0,0,90.30305792,1.1938068,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,1,0.1,56.18894947,1.20808781,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,2,0.2,-58.19739478,0.13849828,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,3,0.3,79.028897,0.94138732,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,4,0.4,7.81343209,0.4665442,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,5,0.5,28.60271905,1.77893908,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,6,0.6,14.99037293,0.39545287,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,7,0.7,-0.25615484,1.77472074,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,8,0.8,86.53655438,1.9424725,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,9,0.9,-90.65230495,1.79603275,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,10,1,95.15657265,1.28685544,19,3,Japanese,f
NAY,43,0,2024-06-23T02:22:23.736Z,english_91.wav,0,0,656,11,1.09391667,-56.87677847,0.36998726,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,0,0,52.51003342,0.51789452,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,1,0.1,-29.81330981,1.63069417,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,2,0.2,36.37880502,1.03017261,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,3,0.3,-16.44076744,1.50298323,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,4,0.4,88.68796251,1.46107862,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,5,0.5,-14.03385959,0.40535011,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,6,0.6,-91.10946789,0.38567086,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,7,0.7,41.17265494,1.29740328,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,8,0.8,52.01009792,1.80566199,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,9,0.9,51.89297689,0.75401712,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,10,1,66.02628762,0.59504851,19,3,Japanese,f
NAY,44,0,2024-06-23T02:22:23.736Z,english_786.wav,0,1,271,11,1.09391667,-81.25732307,0.27926431,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,0,0,87.02540196,1.45120071,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,1,0.1,-87.16855408,1.99718195,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,2,0.2,13.6128173,0.6126104,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,3,0.3,25.59592298,0.97530447,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,4,0.4,3.06661623,1.74861281,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,5,0.5,-6.41872275,1.95931784,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,6,0.6,-40.97922684,1.44262054,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,7,0.7,-51.74632522,0.76385193,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,8,0.8,-35.50720635,0.83123806,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,9,0.9,-52.46041148,1.0121191,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,10,1,-5.55255579,1.39124165,19,3,Japanese,f
NAY,45,0,2024-06-23T02:22:23.736Z,english_227.wav,0,0,521,11,1.09391667,92.65490635,1.37791309,19,3,Japanese,f
